gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
c1200,1,1,CHR_THIS,These settings are for checking mob placement during day/evening/night. Remove these once they are no longer needed.,These settings are for checking mob placement<br/>during day/evening/night. Remove these once they<br/>are no longer needed.,CHR_THIS,昼・夕・夜のモブ配置確認用です。 ※不要になりましたら削除をお願いいたします。,昼・夕・夜のモブ配置確認用です。<br/>※不要になりましたら削除をお願いいたします。,,
c1200,4,80,Emai,"Did my eyes deceive me, or was that Beauty's Blade working with Heiyue and Ouroboros?","Did my eyes deceive me, or was that Beauty's Blade<br/>working with Heiyue and Ouroboros?",イーマイ,いやはや、名高き“乙女”殿に 黒月、《蛇》関係者まで集うとはのう～。,いやはや、名高き“乙女”殿に<br/>黒月、《蛇》関係者まで集うとはのう～。,,
c1200,4,81,Emai,"And those weren't the only intriguing faces present, either.","And those weren't the only intriguing faces<br/>present, either.",イーマイ,それ以外にも興味深い連中が 来ておったようじゃが……,それ以外にも興味深い連中が<br/>来ておったようじゃが……,,
c1200,4,82,Emai,Hohoho! I shudder to think what's about to happen if all of them are putting their heads together.,Hohoho! I shudder to think what's about to happen if<br/>all of them are putting their heads together.,イーマイ,一体これから何が起きようとしとるのかのぉ。 ほっほ、怖い怖い……,一体これから何が起きようとしとるのかのぉ。<br/>ほっほ、怖い怖い……,,
c1200,4,83,Emai,"Well, look who it is: Mister Arkride Solutions himself! And he's got the Immovable tagging right along with him, too...","Well, look who it is: Mister Arkride<br/>Solutions himself! And he's got the Immovable<br/>tagging right along with him, too...",イーマイ,おお裏解決屋の、元気にしとったかの。 それに《不動》とは……,おお裏解決屋の、元気にしとったかの。<br/>それに《不動》とは……,,
c1200,4,84,Emai,"Interesting. Veeery interesting, hohoho. Something must be going on for the two of you to be working together, but I'll mind my own business.","Interesting. Veeery interesting, hohoho.<br/>Something must be going on for the two of you to be<br/>working together, but I'll mind my own business.",イーマイ,成程、何かありそうじゃの～。 ほっほっほ、深くは追及せんが。,成程、何かありそうじゃの～。<br/>ほっほっほ、深くは追及せんが。,,
c1200,4,85,Immovable Jin,"Hah! You sound pretty well informed, sir. Nothing gets past you, does it?","Hah! You sound pretty well informed, sir.<br/>Nothing gets past you, does it?",不動のジン,情報通な爺さんみたいだな。 こりゃあ油断できんぞ、ハッハッハ！,情報通な爺さんみたいだな。<br/>こりゃあ油断できんぞ、ハッハッハ！,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,4,86,Emai,"You know what they say: knowledge is power. He who knows more, controls most. That's the key to staying in the black down here.","You know what they say: knowledge is power.<br/>He who knows more, controls most. That's the key to<br/>staying in the black down here.",イーマイ,情報に通じる者が制する。 まあ商売の秘訣みたいなもんじゃからの。,情報に通じる者が制する。<br/>まあ商売の秘訣みたいなもんじゃからの。,,
c1200,4,87,Emai,"That is to say, I trust you won't have any problems with my humble little store, Mr. Vathek?","That is to say, I trust you won't have any problems<br/>with my humble little store, Mr. Vathek?",イーマイ,というわけで今後もどうか よろしゅう頼むぞい、不動の。,というわけで今後もどうか<br/>よろしゅう頼むぞい、不動の。,,
c1200,4,88,Immovable Jin,"Of course, sir—provided you don't cause any trouble for us at the guild.","Of course, sir—provided you don't cause any trouble<br/>for us at the guild.",不動のジン,おうよ、爺さんも ギルド（ウチ）の手を煩わせないように頼むぜ？,おうよ、爺さんも<br/>ギルド（ウチ）の手を煩わせないように頼むぜ？,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,4,89,Van,"(Sheesh, talk about an uneasy truce. I ain't stickin' MY nose in their mind games, no sir.)","(Sheesh, talk about an uneasy truce. I ain't stickin'<br/>MY nose in their mind games, no sir.)",ヴァン,（狐とタヌキの化かし合いってか。   ……ヤダヤダ、関わりたくねえなぁ。）,（狐とタヌキの化かし合いってか。<br/>  ……ヤダヤダ、関わりたくねえなぁ。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,4,90,Emai,"I shudder to imagine what's necessitated that, but I know better than to stick my nose where it doesn't belong.","I shudder to imagine what's necessitated that, but I<br/>know better than to stick my nose where it<br/>doesn't belong.",イーマイ,何やらありそうじゃが…… 首を突っ込むのもヤボというもんかの。,何やらありそうじゃが……<br/>首を突っ込むのもヤボというもんかの。,,
c1200,4,91,Emai,"Whatever's brought you two together, I appreciate your business all the same.","Whatever's brought you two together, I appreciate<br/>your business all the same.",イーマイ,まあともかく今後も よろしゅう頼むぞい、２人とも。,まあともかく今後も<br/>よろしゅう頼むぞい、２人とも。,,
c1200,5,92,Emai,"Hohoho! Oh, Filenkov. Haven't you learned your lesson? Are you really about to spring for a forgery?","Hohoho! Oh, Filenkov. Haven't you learned<br/>your lesson? Are you really about to spring for<br/>a forgery?",イーマイ,おやフィレンコフ、お前さんも懲りんのう～。 ほっほ、また贋作を売りつけられに来たのかの？,おやフィレンコフ、お前さんも懲りんのう～。<br/>ほっほ、また贋作を売りつけられに来たのかの？,,
c1200,5,93,Filenkoff,"Come now, don't put it like that. You know me: I don't care for authenticity or for condition.","Come now, don't put it like that. You know me: I<br/>don't care for authenticity or for condition.",フィレンコフ,やだなぁ爺さん、あの品は贋作といっても 東方の古代皇国の影響を受けた一品で……,やだなぁ爺さん、あの品は贋作といっても<br/>東方の古代皇国の影響を受けた一品で……,,
c1200,5,94,Filenkoff,I care for the story behind this piece. It's still a work of art influenced by the antiques of the East.,I care for the story behind this piece. It's still a work<br/>of art influenced by the antiques of the East.,フィレンコフ,機械仕掛け（カラクリ）は動かなかったけど あれはあれで興味深いから買ったんだよ。,機械仕掛け（カラクリ）は動かなかったけど<br/>あれはあれで興味深いから買ったんだよ。,,
c1200,5,95,Filenkoff,"It caught my eye, and so I shall buy it. Surely my old friend would understand how I operate by now?","It caught my eye, and so I shall buy it. Surely my<br/>old friend would understand how I operate by now?",フィレンコフ,僕は美術商じゃないからねぇ、贋作かなんて どうでも……知ってるでしょう、それくらい？,僕は美術商じゃないからねぇ、贋作かなんて<br/>どうでも……知ってるでしょう、それくらい？,,
c1200,5,96,Emai,"Hohoho... Oh, you're truly one of a kind, Filenkov. Who else would shine their eyes upon such... esoteric merchandise?","Hohoho... Oh, you're truly one of a kind, Filenkov.<br/>Who else would shine their eyes upon such...<br/>esoteric merchandise?",イーマイ,ほっほ、相変わらずのようじゃなぁ。 そんなお前さんなら安心して売りつけられるワイ。,ほっほ、相変わらずのようじゃなぁ。<br/>そんなお前さんなら安心して売りつけられるワイ。,,
c1200,5,97,Filenkoff,"Now, these are some interesting finds! Coming back to Edith is always worth the trip!","Now, these are some interesting finds! Coming back<br/>to Edith is always worth the trip!",フィレンコフ,おっ、何か面白い品が入ったのかい？ たまには首都にも戻ってみるもんだな～！,おっ、何か面白い品が入ったのかい？<br/>たまには首都にも戻ってみるもんだな～！,,
c1200,5,98,Van,"(Of all the places that old repairman could have ties to, never in a million years would I have guessed the Blacklight District.)","(Of all the places that old repairman could have ties<br/>to, never in a million years would I have guessed the<br/>Blacklight District.)",ヴァン,（修理屋のオヤジさん、まさか   黒芒街まで馴染みだったとは……）,（修理屋のオヤジさん、まさか<br/>  黒芒街まで馴染みだったとは……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,5,99,Van,"(But hey, this guy's wares are right up his alley. Maybe there's somethin' in there for me, too. I'll hit him up and see.)","(But hey, this guy's wares are right up his alley.<br/>Maybe there's somethin' in there for me, too. I'll hit<br/>him up and see.)",ヴァン,（ま、そんだけ変わった品を集めてんだろうし   俺たちも利用させてもらうとするかね。）,（ま、そんだけ変わった品を集めてんだろうし<br/>  俺たちも利用させてもらうとするかね。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,6,100,paprika,I just got a hold of Gabriella. She and her little guy Yota are both doing just fine!,I just got a hold of Gabriella. She and her little guy<br/>Yota are both doing just fine!,パプリカ,さっきガブリエラさんと連絡がついてね。 ヨータ君共々無事だって……！,さっきガブリエラさんと連絡がついてね。<br/>ヨータ君共々無事だって……！,,
